,Date,Open,1d_lag,2d_lag,3d_lag,4d_lag,5d_lag,10d_lag,15d_lag,20d_lag,30d_lag,1d_change,2d_change,3d_change,4d_change,5d_change,10d_change,15d_change,20d_change,30d_change,1d_bad_state,2d_bad_state,3d_bad_state,4d_bad_state,5d_bad_state,10d_bad_state,15d_bad_state,20d_bad_state,30d_bad_state,1d_forward,2d_forward,3d_forward,4d_forward,5d_forward,10d_forward,15d_forward,20d_forward,30d_forward,1d_forward_return,2d_forward_return,3d_forward_return,4d_forward_return,5d_forward_return,10d_forward_return,15d_forward_return,20d_forward_return,30d_forward_return,1d_bad_state_1d_forward_return,1d_bad_state_2d_forward_return,1d_bad_state_3d_forward_return,1d_bad_state_4d_forward_return,1d_bad_state_5d_forward_return,1d_bad_state_10d_forward_return,1d_bad_state_15d_forward_return,1d_bad_state_20d_forward_return,1d_bad_state_30d_forward_return,2d_bad_state_1d_forward_return,2d_bad_state_2d_forward_return,2d_bad_state_3d_forward_return,2d_bad_state_4d_forward_return,2d_bad_state_5d_forward_return,2d_bad_state_10d_forward_return,2d_bad_state_15d_forward_return,2d_bad_state_20d_forward_return,2d_bad_state_30d_forward_return,3d_bad_state_1d_forward_return,3d_bad_state_2d_forward_return,3d_bad_state_3d_forward_return,3d_bad_state_4d_forward_return,3d_bad_state_5d_forward_return,3d_bad_state_10d_forward_return,3d_bad_state_15d_forward_return,3d_bad_state_20d_forward_return,3d_bad_state_30d_forward_return,4d_bad_state_1d_forward_return,4d_bad_state_2d_forward_return,4d_bad_state_3d_forward_return,4d_bad_state_4d_forward_return,4d_bad_state_5d_forward_return,4d_bad_state_10d_forward_return,4d_bad_state_15d_forward_return,4d_bad_state_20d_forward_return,4d_bad_state_30d_forward_return,5d_bad_state_1d_forward_return,5d_bad_state_2d_forward_return,5d_bad_state_3d_forward_return,5d_bad_state_4d_forward_return,5d_bad_state_5d_forward_return,5d_bad_state_10d_forward_return,5d_bad_state_15d_forward_return,5d_bad_state_20d_forward_return,5d_bad_state_30d_forward_return,10d_bad_state_1d_forward_return,10d_bad_state_2d_forward_return,10d_bad_state_3d_forward_return,10d_bad_state_4d_forward_return,10d_bad_state_5d_forward_return,10d_bad_state_10d_forward_return,10d_bad_state_15d_forward_return,10d_bad_state_20d_forward_return,10d_bad_state_30d_forward_return,15d_bad_state_1d_forward_return,15d_bad_state_2d_forward_return,15d_bad_state_3d_forward_return,15d_bad_state_4d_forward_return,15d_bad_state_5d_forward_return,15d_bad_state_10d_forward_return,15d_bad_state_15d_forward_return,15d_bad_state_20d_forward_return,15d_bad_state_30d_forward_return,20d_bad_state_1d_forward_return,20d_bad_state_2d_forward_return,20d_bad_state_3d_forward_return,20d_bad_state_4d_forward_return,20d_bad_state_5d_forward_return,20d_bad_state_10d_forward_return,20d_bad_state_15d_forward_return,20d_bad_state_20d_forward_return,20d_bad_state_30d_forward_return,30d_bad_state_1d_forward_return,30d_bad_state_2d_forward_return,30d_bad_state_3d_forward_return,30d_bad_state_4d_forward_return,30d_bad_state_5d_forward_return,30d_bad_state_10d_forward_return,30d_bad_state_15d_forward_return,30d_bad_state_20d_forward_return,30d_bad_state_30d_forward_return,average_market_1d_return,1d_return_above_market,1d_return_above_market_one_hot
0,2020-03-27 00:00:00-04:00,7588.3701171875,7469.6201171875,7553.81982421875,7006.919921875,6994.2900390625,7288.52001953125,7263.64990234375,8949.2802734375,8873.759765625,9517.8603515625,1.58977294878434,0.45738836473139405,8.298228063050395,8.493786714693194,4.114005269282836,4.470482735394131,-15.206922955462005,-14.48528788684158,-20.27231082517664,0,0,0,0,0,0,1,1,1,7889.009765625,7813.5,7486.2900390625,7635.66015625,7528.10986328125,8332.740234375,8403.0,8677.599609375,9152.6396484375,3.9618474559715726,2.966775201206719,-1.3452174386406213,0.6231909926927398,-0.7941132677458863,9.80935438957461,10.735241827060864,14.353932074562598,20.614038417906926,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,3.9618474559715726,2.966775201206719,-1.3452174386406213,0.6231909926927398,-0.7941132677458863,9.80935438957461,10.735241827060864,14.353932074562598,20.614038417906926,3.9618474559715726,2.966775201206719,-1.3452174386406213,0.6231909926927398,-0.7941132677458863,9.80935438957461,10.735241827060864,14.353932074562598,20.614038417906926,3.9618474559715726,2.966775201206719,-1.3452174386406213,0.6231909926927398,-0.7941132677458863,9.80935438957461,10.735241827060864,14.353932074562598,20.614038417906926,0.1007642540125287,3.861083201959044,1
1,2020-03-30 00:00:00-04:00,7889.009765625,7588.3701171875,7469.6201171875,7553.81982421875,7006.919921875,6994.2900390625,7995.259765625,8671.66015625,8436.669921875,9613.2001953125,3.9618474559715726,5.614604783883049,4.437356849994987,12.588838656428647,12.79214504353649,-1.3289124195415594,-9.025381259445616,-6.491425661089344,-17.93565508526738,0,0,0,0,0,0,1,1,1,7813.5,7486.2900390625,7635.66015625,7528.10986328125,8081.66015625,8591.9599609375,8664.6298828125,8982.759765625,9331.9296875,-0.9571513772745064,-5.104819724235629,-3.211424714910701,-4.5747173988338705,2.442009787647125,8.910499748339573,9.831653657815597,13.8642241864857,18.290253970305308,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.9571513772745064,-5.104819724235629,-3.211424714910701,-4.5747173988338705,2.442009787647125,8.910499748339573,9.831653657815597,13.8642241864857,18.290253970305308,-0.9571513772745064,-5.104819724235629,-3.211424714910701,-4.5747173988338705,2.442009787647125,8.910499748339573,9.831653657815597,13.8642241864857,18.290253970305308,-0.9571513772745064,-5.104819724235629,-3.211424714910701,-4.5747173988338705,2.442009787647125,8.910499748339573,9.831653657815597,13.8642241864857,18.290253970305308,0.1007642540125287,-1.057915631287035,0
2,2020-03-31 00:00:00-04:00,7813.5,7889.009765625,7588.3701171875,7469.6201171875,7553.81982421875,7006.919921875,7020.3798828125,7948.02978515625,8461.830078125,9595.7001953125,-0.9571513772745064,2.966775201206719,4.603713139591086,3.4377332505161693,11.51119303657127,11.297396015979704,-1.6926180297851676,-7.661818686255859,-18.572904103268094,0,0,0,0,0,0,0,1,1,7486.2900390625,7635.66015625,7528.10986328125,8081.66015625,8049.31005859375,8757.830078125,8641.5,9000.509765625,9298.5400390625,-4.18775146781212,-2.2760586644909453,-3.6525262266429896,3.432010702630063,3.0179824482466246,12.085878007615026,10.597043578421962,15.19178045210213,19.00607972179561,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.18775146781212,-2.2760586644909453,-3.6525262266429896,3.432010702630063,3.0179824482466246,12.085878007615026,10.597043578421962,15.19178045210213,19.00607972179561,-4.18775146781212,-2.2760586644909453,-3.6525262266429896,3.432010702630063,3.0179824482466246,12.085878007615026,10.597043578421962,15.19178045210213,19.00607972179561,0.1007642540125287,-4.288515721824649,0
3,2020-04-01 00:00:00-04:00,7486.2900390625,7813.5,7889.009765625,7588.3701171875,7469.6201171875,7553.81982421875,7473.9501953125,8372.26953125,8877.98046875,9623.580078125,-4.18775146781212,-5.104819724235629,-1.3452174386406213,0.22316960720188064,-0.8939819419539072,0.16510470939101632,-10.582309717580499,-15.675754577138049,-22.208887147109568,1,1,0,0,0,0,1,1,1,7635.66015625,7528.10986328125,8081.66015625,8049.31005859375,8229.5400390625,8832.41015625,8786.599609375,8834.1103515625,9485.01953125,1.9952488670370225,0.5586188085225062,7.952805916962009,7.5206813601060585,9.928148603938892,17.98113765514852,17.369211766143867,18.003848441180434,26.69853133873235,1.9952488670370225,0.5586188085225062,7.952805916962009,7.5206813601060585,9.928148603938892,17.98113765514852,17.369211766143867,18.003848441180434,26.69853133873235,1.9952488670370225,0.5586188085225062,7.952805916962009,7.5206813601060585,9.928148603938892,17.98113765514852,17.369211766143867,18.003848441180434,26.69853133873235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9952488670370225,0.5586188085225062,7.952805916962009,7.5206813601060585,9.928148603938892,17.98113765514852,17.369211766143867,18.003848441180434,26.69853133873235,1.9952488670370225,0.5586188085225062,7.952805916962009,7.5206813601060585,9.928148603938892,17.98113765514852,17.369211766143867,18.003848441180434,26.69853133873235,1.9952488670370225,0.5586188085225062,7.952805916962009,7.5206813601060585,9.928148603938892,17.98113765514852,17.369211766143867,18.003848441180434,26.69853133873235,0.1007642540125287,1.894484613024494,1
4,2020-04-02 00:00:00-04:00,7635.66015625,7486.2900390625,7813.5,7889.009765625,7588.3701171875,7469.6201171875,7175.18017578125,8006.1201171875,8594.490234375,9629.7998046875,1.9952488670370225,-2.2760586644909453,-3.211424714910701,0.6231909926927398,2.2228712632981695,6.417678290825804,-4.627209628571502,-11.156334488461107,-20.708007319807543,0,0,1,0,0,0,1,1,1,7528.10986328125,8081.66015625,8049.31005859375,8229.5400390625,8238.5302734375,8726.509765625,8837.66015625,8930.6201171875,9377.990234375,-1.4085264504696047,5.841014278705642,5.417343017881251,7.777714967138667,7.895455073311952,14.286251444573647,15.741926374448836,16.959371350197394,22.818329292705027,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4085264504696047,5.841014278705642,5.417343017881251,7.777714967138667,7.895455073311952,14.286251444573647,15.741926374448836,16.959371350197394,22.818329292705027,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4085264504696047,5.841014278705642,5.417343017881251,7.777714967138667,7.895455073311952,14.286251444573647,15.741926374448836,16.959371350197394,22.818329292705027,-1.4085264504696047,5.841014278705642,5.417343017881251,7.777714967138667,7.895455073311952,14.286251444573647,15.741926374448836,16.959371350197394,22.818329292705027,-1.4085264504696047,5.841014278705642,5.417343017881251,7.777714967138667,7.895455073311952,14.286251444573647,15.741926374448836,16.959371350197394,22.818329292705027,0.1007642540125287,-1.5092907044821333,0
5,2020-04-03 00:00:00-04:00,7528.10986328125,7635.66015625,7486.2900390625,7813.5,7889.009765625,7588.3701171875,7288.52001953125,7263.64990234375,8949.2802734375,9718.73046875,-1.4085264504696047,0.5586188085225062,-3.6525262266429896,-4.5747173988338705,-0.7941132677458863,3.2872221398578096,3.6408687711141905,-15.88027603040267,-22.540193006818743,0,0,1,1,0,0,0,1,1,8081.66015625,8049.31005859375,8229.5400390625,8238.5302734375,8332.740234375,8403.0,8677.599609375,8984.8603515625,9413.990234375,7.353111246007721,6.923387208450308,9.31748059632488,9.436902795765013,10.688345224853542,11.621644112635398,15.269300886540544,19.350813348070634,25.05118024767718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.353111246007721,6.923387208450308,9.31748059632488,9.436902795765013,10.688345224853542,11.621644112635398,15.269300886540544,19.350813348070634,25.05118024767718,7.353111246007721,6.923387208450308,9.31748059632488,9.436902795765013,10.688345224853542,11.621644112635398,15.269300886540544,19.350813348070634,25.05118024767718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.353111246007721,6.923387208450308,9.31748059632488,9.436902795765013,10.688345224853542,11.621644112635398,15.269300886540544,19.350813348070634,25.05118024767718,7.353111246007721,6.923387208450308,9.31748059632488,9.436902795765013,10.688345224853542,11.621644112635398,15.269300886540544,19.350813348070634,25.05118024767718,0.1007642540125287,7.252346991995192,1
6,2020-04-06 00:00:00-04:00,8081.66015625,7528.10986328125,7635.66015625,7486.2900390625,7813.5,7889.009765625,6994.2900390625,7995.259765625,8671.66015625,9627.830078125,7.353111246007721,5.841014278705642,7.952805916962009,3.432010702630063,2.442009787647125,15.546540265196793,1.0806451967511022,-6.803772165526624,-16.059381078899488,0,0,0,0,0,0,0,1,1,8049.31005859375,8229.5400390625,8238.5302734375,8332.740234375,8591.9599609375,8664.6298828125,8982.759765625,9101.8798828125,9389.98046875,-0.40029025015648373,1.8298206055860466,1.9410630260935133,3.106788373559927,6.314294276440919,7.213489744575028,11.149931968843422,12.623887998723962,16.188756854471325,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.40029025015648373,1.8298206055860466,1.9410630260935133,3.106788373559927,6.314294276440919,7.213489744575028,11.149931968843422,12.623887998723962,16.188756854471325,-0.40029025015648373,1.8298206055860466,1.9410630260935133,3.106788373559927,6.314294276440919,7.213489744575028,11.149931968843422,12.623887998723962,16.188756854471325,0.1007642540125287,-0.5010545041690124,0
7,2020-04-07 00:00:00-04:00,8049.31005859375,8081.66015625,7528.10986328125,7635.66015625,7486.2900390625,7813.5,7006.919921875,7020.3798828125,7948.02978515625,9446.6904296875,-0.40029025015648373,6.923387208450308,5.417343017881251,7.5206813601060585,3.0179824482466246,14.876581270245401,14.65633189309751,1.2742815034066828,-14.792274410753354,0,0,0,0,0,0,0,0,1,8229.5400390625,8238.5302734375,8332.740234375,8591.9599609375,8757.830078125,8641.5,9000.509765625,9298.919921875,9442.0498046875,2.2390736492543186,2.35076315195153,3.5211735380804363,6.74157037551804,8.802245339956896,7.3570273364486125,11.817158242223668,15.52443444450396,17.302597812179048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2390736492543186,2.35076315195153,3.5211735380804363,6.74157037551804,8.802245339956896,7.3570273364486125,11.817158242223668,15.52443444450396,17.302597812179048,0.1007642540125287,2.13830939524179,1
8,2020-04-08 00:00:00-04:00,8229.5400390625,8049.31005859375,8081.66015625,7528.10986328125,7635.66015625,7486.2900390625,7553.81982421875,7473.9501953125,8372.26953125,9079.6298828125,2.2390736492543186,1.8298206055860466,9.31748059632488,7.777714967138667,9.928148603938892,8.945410806295422,10.109645154230352,-1.7047885481320635,-9.362604585448992,0,0,0,0,0,0,0,0,1,8238.5302734375,8332.740234375,8591.9599609375,8757.830078125,8832.41015625,8786.599609375,8834.1103515625,9112.4501953125,9416.7099609375,0.10924346114517668,1.254021425531049,4.40389037728391,6.41943579537748,7.325684234184469,6.769024364282206,7.346343898083421,10.72854803621054,14.425714149757523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10924346114517668,1.254021425531049,4.40389037728391,6.41943579537748,7.325684234184469,6.769024364282206,7.346343898083421,10.72854803621054,14.425714149757523,0.1007642540125287,0.008479207132647978,1
9,2020-04-09 00:00:00-04:00,8238.5302734375,8229.5400390625,8049.31005859375,8081.66015625,7528.10986328125,7635.66015625,7469.6201171875,7175.18017578125,8006.1201171875,8834.8701171875,0.10924346114517668,2.35076315195153,1.9410630260935133,9.436902795765013,7.895455073311952,10.29383213854139,14.819838270339602,2.9029061873686235,-6.749842791575065,0,0,0,0,0,0,0,0,1,8332.740234375,8591.9599609375,8757.830078125,8832.41015625,8726.509765625,8837.66015625,8930.6201171875,9000.080078125,9555.51953125,1.1435287340176417,4.289960414899739,6.30330638417165,7.208565886166314,5.923137695577007,7.272290844693528,8.400646969538023,9.243758041927371,15.985730635216694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1435287340176417,4.289960414899739,6.30330638417165,7.208565886166314,5.923137695577007,7.272290844693528,8.400646969538023,9.243758041927371,15.985730635216694,0.1007642540125287,1.042764480005113,1
